SITENAME,Date,Plot,Plot_Size,Species,Shell_Height,Shell_Width,Wet_Weight,AFDW
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,10.4,13.7,0.83,55.2
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,9.5,13.3,0.746,47.8
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,10.6,13.7,0.899,55.2
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,9.1,12.6,0.661,37.2
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,11.2,14.9,1.128,85
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,9.7,13.5,0.786,51.4
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,7.1,10.1,0.26,15.1
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,10.8,14.3,0.954,68.5
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,11,13.8,0.895,57.3
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,9.7,13.7,0.77,55.2
Rabbit Key Basin,2001-02-16,3,1,Modulus modulus,10.6,13.6,0.964,53.3
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,11.2,14.3,1.013,68.5
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,11.3,15,1.154,88.2
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,10.8,15,1.036,88.2
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,9.9,13.3,0.867,47.8
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,10.3,13.5,0.828,51.4
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,9,13.9,0.755,59.4
Rabbit Key Basin,2001-02-16,4,1,Modulus modulus,4.3,6.2,0.049,3.7
Rabbit Key Basin,2001-02-16,5,1,Modulus modulus,9.9,13.2,0.708,46.1
Rabbit Key Basin,2001-02-16,5,1,Modulus modulus,10.4,14.3,0.894,68.5
Rabbit Key Basin,2001-02-16,5,1,Modulus modulus,10.4,13.4,0.902,49.6
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,11.3,14.5,1.013,73.7
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,9.2,12.9,0.69,41.4
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,10.3,14.2,0.891,66.1
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,11,14.7,1.083,79.1
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,10.3,14.3,0.945,68.5
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,9.9,13.1,0.82,44.5
Rabbit Key Basin,2001-02-16,6,1,Modulus modulus,10.6,14.4,0.996,71.1
Rabbit Key Basin,2001-02-16,1,1,Prunum apicinum,18.2,7,0.489,NA
Rabbit Key Basin,2001-02-16,1,1,Tegula fasciata,13.3,16,1.784,151.9
Rabbit Key Basin,2001-02-16,1,1,Tegula fasciata,12.8,16,1.909,151.9
Rabbit Key Basin,2001-02-16,1,1,Tegula fasciata,12.7,15.5,1.666,130.2
Rabbit Key Basin,2001-02-16,1,1,Tegula fasciata,14.4,16.3,1.889,166.6
Rabbit Key Basin,2001-02-16,2,1,Tegula fasciata,11.5,15.5,1.456,130.2
Rabbit Key Basin,2001-02-16,2,1,Tegula fasciata,12.4,15.1,1.431,115.1
Rabbit Key Basin,2001-02-16,2,1,Tegula fasciata,12.4,14.6,1.451,98.7
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,12.5,15.2,1.507,118.7
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,12.1,15.3,1.395,122.5
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,14.6,16.3,2.144,166.6
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,13.6,16.3,1.859,166.6
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,12.6,14.8,1.404,105
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,13.3,15.3,1.66,122.5
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,11.5,14.3,1.286,90
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,12.8,15.9,1.69,147.3
Rabbit Key Basin,2001-02-16,3,1,Tegula fasciata,12.7,15,1.498,111.6
Rabbit Key Basin,2001-02-16,4,1,Tegula fasciata,12.4,14.2,1.368,87.3
Rabbit Key Basin,2001-02-16,4,1,Tegula fasciata,13.2,15.7,1.652,138.5
Rabbit Key Basin,2001-02-16,4,1,Tegula fasciata,13.4,15.1,1.555,115.1
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,11.3,14.4,1.137,92.8
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,13.5,15.8,1.735,142.8
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,13.1,15.4,1.59,126.3
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,13.3,15.5,1.738,130.2
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,12.5,15.1,1.479,115.1
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,13.3,15.7,1.712,138.5
Rabbit Key Basin,2001-02-16,5,1,Tegula fasciata,11.7,14.8,1.438,105
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,13,16.3,1.75,166.6
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,10.8,14.1,1.023,84.6
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,13.2,16.2,1.766,161.6
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,12.7,14.9,1.559,108.3
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,12.3,15.2,1.604,118.7
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,12.5,15.8,1.693,142.8
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,13.2,15.7,1.616,138.5
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,11.7,15.1,1.456,115.1
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,12.9,15.5,1.642,130.2
Rabbit Key Basin,2001-02-16,6,1,Tegula fasciata,11.9,15.5,1.448,130.2
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,20.7,18.7,2.778,402.1
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,18.7,17.7,2.161,243.1
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,21.5,20.5,3.572,491.7
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,21.4,19.5,3.632,479.5
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,20.5,19,2.901,382.3
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,18.5,17.1,2.19,231.1
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,19.6,16.5,2.229,304.8
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,19.5,17.8,2.667,297.3
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,20,18.5,2.969,337.1
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,20.9,18.1,2.841,422.8
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,21.1,17.9,2.688,444.6
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,21.2,18.4,2.943,455.9
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,19.4,17.2,2.411,289.9
Rabbit Key Basin,2001-02-16,1,1,Turbo castanea,17.8,16.2,1.904,193.8
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,20.3,18.5,2.775,363.6
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,17.3,15.8,1.671,170.9
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,22.2,19.4,3.222,586.4
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,23.1,20.4,3.373,735.4
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,22.8,21.7,4.119,681.9
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,22.6,19.6,3.742,648.5
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,19.4,17.4,2.461,289.9
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,19.8,17.2,2.222,320.6
Rabbit Key Basin,2001-02-16,2,1,Turbo castanea,21.1,17.7,2.267,444.6
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,21.6,16.9,2.584,504.2
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,22.1,18,3.088,571.8
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,21.7,19.3,3.091,517.1
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,20.6,18.1,2.718,392.1
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,17.2,15.2,1.686,166.7
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,21.6,19.2,3.089,504.2
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,20.5,18.1,2.601,382.3
Rabbit Key Basin,2001-02-16,3,1,Turbo castanea,17.2,16.3,1.855,166.7
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,19,17,2.107,262.1
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,21,19.4,3.386,433.6
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,21,20,3.471,433.6
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,20.2,17.7,2.517,354.5
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,20.1,18.1,2.539,345.7
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,17.5,15.3,1.641,179.7
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,18.7,15.9,1.906,243.1
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,21.1,19.8,3.112,444.6
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,21.9,19.4,3.172,543.8
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,22,20,3.338,557.6
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,22.1,18.8,3.199,571.8
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,21,19.4,3.085,433.6
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,19.5,16.8,2.034,297.3
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,19.4,17.3,2.263,289.9
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,20.5,17.8,2.546,382.3
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,20,18.3,2.539,337.1
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,20.4,18.6,2.647,372.8
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,18.3,16.3,1.895,219.8
Rabbit Key Basin,2001-02-16,4,1,Turbo castanea,17.3,14.7,1.659,170.9
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,19.2,16.1,2.056,275.7
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,19.7,17.3,2.334,312.6
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,19.8,16.6,2.231,320.6
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,19.8,17.3,2.331,320.6
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,19.6,16.6,2.077,304.8
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,21,17.5,2.564,433.6
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,20.1,16.9,2.435,345.7
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,20.2,18,2.591,354.5
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,17.4,14.7,1.661,175.3
Rabbit Key Basin,2001-02-16,5,1,Turbo castanea,18.7,15.8,1.85,243.1
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,22.1,18.7,3.177,571.8
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.6,18,2.587,392.1
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19.3,16.6,2.081,282.7
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.4,16.7,2.467,372.8
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19.3,17.7,2.787,282.7
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19.7,16.4,2.068,312.6
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.3,19,3.049,363.6
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,22.6,19.2,3.325,648.5
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.1,17.5,2.311,345.7
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19.7,18,2.607,312.6
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20,18.7,2.849,337.1
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19,18.1,2.457,262.1
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.1,17.3,2.514,345.7
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,18.2,16.3,2,214.3
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,16.6,15.5,1.583,143.3
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,18.8,17,2.19,249.3
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,20.1,17.6,2.492,345.7
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,19.6,16.8,2.283,304.8
Rabbit Key Basin,2001-02-16,6,1,Turbo castanea,17.8,15.8,1.915,193.8
Rabbit Key Basin,2001-02-16,1,1,Vexillum sp.,10.5,6.7,0.275,NA
Rabbit Key Basin,2001-02-16,3,1,Zafrona taylorae,9.9,4.3,0.086,NA
Rabbit Key Basin,2001-02-16,3,1,Zafrona taylorae,10.3,4.8,0.108,NA
Rabbit Key Basin,2001-04-19,2,1,Astrea phoebia,12.5,30.4,3.037,152
Rabbit Key Basin,2001-04-19,4,1,Astrea phoebia,12.2,31.1,2.865,146.3
Rabbit Key Basin,2001-04-19,4,1,Astrea phoebia,12.4,28.6,2.653,150.1
Rabbit Key Basin,2001-04-19,5,1,Astrea phoebia,12.4,30,2.692,150.1
Rabbit Key Basin,2001-04-19,6,1,Astrea phoebia,9.6,25.2,1.324,105.5
Rabbit Key Basin,2001-04-19,4,1,Columbella rusticoides,13.5,6.6,0.346,NA
Rabbit Key Basin,2001-04-19,4,1,Columbella rusticoides,14.2,7.3,0.41,NA
Rabbit Key Basin,2001-04-19,1,1,Modulus modulus,8,10.8,0.38,19.5
Rabbit Key Basin,2001-04-19,1,1,Modulus modulus,6.5,9,0.181,10.2
Rabbit Key Basin,2001-04-19,2,1,Modulus modulus,10.8,13.3,0.98,47.8
Rabbit Key Basin,2001-04-19,3,1,Modulus modulus,11.8,13.5,1.011,51.4
Rabbit Key Basin,2001-04-19,3,1,Modulus modulus,9.7,12.6,0.66,37.2
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,9.8,12.6,0.699,37.2
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,10.8,13.8,0.856,57.3
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,9.5,12.1,0.645,31.1
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,10.5,13.7,0.845,55.2
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,10,12.1,0.611,31.1
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,10,12.8,0.756,40
Rabbit Key Basin,2001-04-19,4,1,Modulus modulus,10.2,13.2,0.926,46.1
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,10.3,13,0.778,42.9
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,10.5,14.3,0.971,68.5
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,9.7,14,0.901,61.5
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,11,13.8,0.999,57.3
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,10.2,13.1,0.792,44.5
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,8.3,11.8,0.51,27.9
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,5.8,8,0.134,7.1
Rabbit Key Basin,2001-04-19,5,1,Modulus modulus,4.5,5.8,0.049,3.2
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,10.5,14,0.957,61.5
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,11.4,14.3,1.046,68.5
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,9.4,12.7,0.715,38.5
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,10.4,12.8,0.721,40
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,9.5,13.1,0.703,44.5
Rabbit Key Basin,2001-04-19,6,1,Modulus modulus,12.4,14,0.977,61.5
Rabbit Key Basin,2001-04-19,1,1,Tegula fasciata,12.4,15.1,1.564,115.1
Rabbit Key Basin,2001-04-19,1,1,Tegula fasciata,12.3,16.6,1.84,182.7
Rabbit Key Basin,2001-04-19,1,1,Tegula fasciata,12.4,16,1.752,151.9
Rabbit Key Basin,2001-04-19,1,1,Tegula fasciata,7.1,10.8,0.436,30.6
Rabbit Key Basin,2001-04-19,1,1,Tegula fasciata,6.6,7.6,0.142,11.4
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,11.5,14.5,1.355,95.7
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,6.3,9,0.24,17.6
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,12.7,15.3,1.728,122.5
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,12.9,15.4,1.697,126.3
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,13.1,15,1.695,111.6
Rabbit Key Basin,2001-04-19,3,1,Tegula fasciata,13.1,15.6,1.743,134.3
Rabbit Key Basin,2001-04-19,4,1,Tegula fasciata,12.3,16,1.771,151.9
Rabbit Key Basin,2001-04-19,4,1,Tegula fasciata,11.9,14.7,1.387,101.8
Rabbit Key Basin,2001-04-19,4,1,Tegula fasciata,12,15.2,1.513,118.7
Rabbit Key Basin,2001-04-19,4,1,Tegula fasciata,12,14.8,1.408,105
Rabbit Key Basin,2001-04-19,4,1,Tegula fasciata,11.6,14.9,1.323,108.3
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,12.4,15.3,1.449,122.5
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,12.5,15.6,1.645,134.3
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,11.8,15,1.399,111.6
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,11.3,14.8,1.266,105
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,13.6,16,1.636,151.9
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,11.6,14.5,1.395,95.7
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,11.9,14.9,1.311,108.3
Rabbit Key Basin,2001-04-19,5,1,Tegula fasciata,11.8,14.9,1.38,108.3
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,13.7,16.6,2.019,182.7
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,13,15.5,1.76,130.2
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,11.1,13.9,1.172,79.6
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,12.4,15.5,1.574,130.2
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,12.8,15.2,1.625,118.7
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,12.3,15.5,1.643,130.2
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,10.5,13.8,1.328,77.1
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,11.9,15.8,1.479,142.8
Rabbit Key Basin,2001-04-19,6,1,Tegula fasciata,12.2,15.8,1.566,142.8
Rabbit Key Basin,2001-04-19,1,1,Turbo castanea,3.9,4.1,NA,5.9
Rabbit Key Basin,2001-04-19,1,1,Turbo castanea,5.3,5,0.053,8.3
Rabbit Key Basin,2001-04-19,1,1,Turbo castanea,18.5,18.1,2.359,231.1
Rabbit Key Basin,2001-04-19,2,1,Turbo castanea,22.7,19.1,3.646,665
Rabbit Key Basin,2001-04-19,2,1,Turbo castanea,20.7,19,2.962,402.1
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,18.7,17.6,2.322,243.1
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,21,18,3.053,433.6
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,21.9,21.1,3.505,543.8
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,21,19.1,3.076,433.6
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,20.4,18.9,2.719,372.8
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,23.7,21.5,3.862,855.2
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,19.2,18.3,2.416,275.7
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,20.4,18.6,2.665,372.8
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,19.5,16.9,2.388,297.3
Rabbit Key Basin,2001-04-19,3,1,Turbo castanea,21.4,19.7,3.287,479.5
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,22.4,20.9,3.917,616.6
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,20.3,18.1,2.568,363.6
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,19,17.3,2.341,262.1
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,5,4.7,0.053,7.7
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,5.2,5.1,0.059,8.1
Rabbit Key Basin,2001-04-19,4,1,Turbo castanea,5.9,5.5,0.082,9.7
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,4.1,4.2,0.034,6.2
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,4.2,4.3,0.037,6.3
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,22.4,20.1,3.6,616.6
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,21.3,18.3,2.819,467.6
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,21.7,19.7,3.37,517.1
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,20.9,19.4,3.395,422.8
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,21,19,3.067,433.6
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,21.4,20.2,3.664,479.5
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,20.7,18.9,2.861,402.1
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,3.2,3.2,0.017,4.9
Rabbit Key Basin,2001-04-19,5,1,Turbo castanea,17.3,15.2,1.655,170.9
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,4.5,4.3,0.038,6.8
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,19.4,17.8,2.444,289.9
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,21.3,19.6,3.337,467.6
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,20.1,18.4,2.901,345.7
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,21.5,21,3.879,491.7
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,20.3,18.3,2.664,363.6
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,18.7,16.7,2.168,243.1
Rabbit Key Basin,2001-04-19,6,1,Turbo castanea,20.3,18.4,2.897,363.6
Rabbit Key Basin,2001-04-19,6,1,Zafrona taylorae,8.8,4.3,0.068,NA
