CommonName,ScientificName,Authorship,ITIS_TSN,NY_Concern,Location,Sample_Date,ChorusCode,ChorusCount,Live_n,Dead_n,AmplectantPairs_N,EggMass_n,Juv_n,Sperm_n,TadLarv_n
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1977-03-31,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1977-04-01,NA,NA,1,NA,NA,1,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1977-04-01,4,NA,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1977-04-01,NA,NA,1,NA,NA,2,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1977-04-02,NA,NA,NA,1,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1977-04-02,NA,NA,8,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Canaan,1977-04-02,NA,NA,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1977-04-03,NA,NA,1,NA,NA,2,NA,75,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1978-03-28,NA,NA,NA,NA,NA,NA,NA,0,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1978-04-01,NA,NA,1,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1978-04-03,NA,NA,2,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1978-04-05,NA,NA,4,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-04-05,NA,NA,7,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1978-04-05,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1978-04-05,NA,NA,5,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-04-07,NA,NA,26,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,1978-04-07,4,NA,12,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1978-04-07,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1978-04-07,NA,NA,2,NA,NA,0,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1978-04-12,NA,NA,NA,NA,NA,NA,NA,2,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1978-04-12,NA,NA,NA,NA,NA,NA,NA,2,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1978-04-13,NA,NA,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-04-13,NA,NA,13,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1978-04-13,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1978-04-13,NA,NA,6,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1978-04-16,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-04-16,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1978-04-16,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,1978-04-16,NA,NA,NA,NA,NA,9,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-05-05,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-05-10,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-05-13,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-05-15,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1978-05-18,NA,NA,NA,NA,NA,2,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1979-03-23,4,NA,2,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1979-03-24,NA,NA,7,NA,NA,NA,NA,0,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1979-03-24,NA,NA,4,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1979-03-24,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1979-03-24,NA,NA,7,NA,NA,NA,NA,0,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1979-03-25,NA,NA,7,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1979-03-25,NA,NA,15,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1979-03-25,NA,NA,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1979-03-25,NA,NA,8,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1979-03-28,NA,NA,3,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1979-03-28,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1979-03-28,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1979-03-28,NA,NA,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1979-05-13,1,1,1,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1981-03-28,NA,NA,NA,NA,NA,2,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1981-03-29,4,NA,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1981-03-29,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1981-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1981-04-03,1,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1981-04-03,NA,NA,1,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1981-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1981-04-10,NA,NA,NA,NA,NA,2,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1981-04-10,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1981-04-22,NA,NA,NA,NA,NA,3,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1982-04-02,4,NA,1,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,1982-04-02,4,NA,1,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1982-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1982-04-03,2,2,2,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1982-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1982-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1982-04-03,NA,NA,7,NA,NA,0,NA,7,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1982-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1982-04-05,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1982-04-05,NA,NA,NA,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1985-03-13,NA,NA,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1985-03-20,NA,NA,NA,NA,NA,3,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1985-03-28,4,NA,10,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1985-03-28,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1985-03-31,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1985-04-05,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1985-04-05,NA,NA,NA,NA,NA,0,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1985-04-12,NA,NA,0,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1985-04-12,2,3,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1985-04-12,NA,NA,NA,NA,NA,1,NA,1,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1985-04-16,NA,NA,NA,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,1985-04-19,1,1,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1985-04-19,NA,NA,NA,NA,NA,0,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1986-03-31,NA,NA,NA,NA,NA,3,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1986-04-04,NA,NA,NA,NA,NA,3,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1986-04-05,NA,NA,6,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1986-04-08,NA,NA,NA,NA,NA,4,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1986-04-08,3,NA,20,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1986-04-08,NA,NA,0,NA,NA,10,NA,2,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1986-04-21,2,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1986-04-21,NA,NA,NA,NA,NA,NA,NA,NA,1
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1986-04-21,1,1,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,1986-04-21,2,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1986-04-25,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1986-04-29,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1986-05-02,NA,NA,NA,NA,NA,NA,NA,NA,2
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1986-05-05,NA,NA,NA,NA,NA,5,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1986-05-09,NA,NA,NA,2,NA,NA,NA,NA,6
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1987-03-24,4,NA,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1987-03-27,1,1,1,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1987-03-31,NA,NA,1,NA,NA,NA,NA,2,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1987-03-31,3,NA,50,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1987-04-10,NA,NA,NA,NA,NA,10,NA,2,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1987-04-27,NA,NA,NA,NA,NA,27,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1988-03-28,4,NA,3,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1988-04-05,4,NA,1,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1989-03-31,NA,NA,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1989-03-31,NA,NA,12,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1989-04-03,NA,NA,30,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1989-04-07,NA,NA,NA,NA,NA,NA,NA,2,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1989-04-11,2,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1989-04-11,NA,NA,6,NA,NA,NA,NA,2,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1989-04-12,NA,NA,2,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1989-04-20,3,NA,50,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1989-04-20,2,2,2,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1990-03-14,3,NA,250,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1990-03-15,3,NA,5,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1990-03-23,NA,NA,NA,NA,NA,NA,NA,22,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1990-04-06,NA,NA,NA,NA,NA,4,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1990-04-09,3,NA,2,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,1990-04-09,NA,NA,10,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1990-04-09,NA,NA,NA,NA,NA,78,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1990-04-09,NA,NA,NA,NA,NA,2,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,1990-04-26,2,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1990-04-26,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1990-05-11,NA,NA,NA,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1990-05-11,NA,NA,NA,NA,NA,1,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Bonticou,1991-03-26,NA,NA,NA,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1991-03-26,4,NA,1,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,1991-03-26,NA,NA,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1991-03-26,NA,NA,NA,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,1991-03-26,3,NA,10,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1991-03-26,0,NA,10,1,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandSwamp,1991-03-26,3,NA,5,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1991-03-27,4,NA,50,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1991-03-29,3,NA,30,NA,NA,118,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,1991-04-02,2,2,2,NA,NA,NA,NA,NA,NA
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1820,173616,0,Bonticou,1991-04-02,NA,NA,5,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1991-04-02,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,1991-04-02,NA,NA,NA,NA,NA,47,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1991-04-02,0,NA,NA,1,NA,10,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,Hermits,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,1991-04-04,NA,NA,10,NA,NA,38,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1991-04-04,NA,NA,NA,NA,NA,6,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SleepyHollow,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,1991-04-04,1,1,1,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1991-04-04,NA,NA,NA,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,1991-04-04,1,1,1,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,1991-04-10,4,NA,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1991-04-10,NA,NA,NA,NA,NA,32,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,1991-04-10,NA,NA,NA,NA,NA,2,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,1991-04-16,NA,NA,NA,NA,NA,5,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1991-04-16,NA,NA,NA,NA,NA,NA,NA,NA,100
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,1991-04-16,2,2,2,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1991-04-16,NA,NA,NA,NA,NA,8,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1991-04-16,NA,NA,NA,NA,NA,50,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1992-04-02,NA,NA,3,NA,NA,1,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,1992-04-02,NA,NA,NA,NA,NA,1,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,1992-04-03,NA,NA,2,NA,NA,0,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1992-04-03,NA,NA,2,NA,NA,1,NA,NA,NA
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,NorthMudPond,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,NorthMudPond,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1992-04-03,NA,NA,1,NA,NA,NA,NA,NA,NA
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SleepyHollow,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,SleepyHollow,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SleepyHollow,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,1992-04-03,NA,NA,0,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,1992-04-03,NA,NA,NA,NA,NA,NA,NA,NA,2
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,1992-04-03,NA,NA,NA,NA,NA,NA,NA,NA,1
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,1992-04-06,NA,NA,NA,NA,NA,NA,NA,NA,1
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,1992-04-06,NA,NA,NA,NA,NA,14,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,1992-04-07,NA,NA,NA,NA,NA,NA,NA,NA,1
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,1992-04-10,1,1,20,NA,20,70,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,1992-04-10,1,1,1,NA,NA,97,NA,NA,NA
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,LongWoodlandPool,1992-04-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Jefferson Salamander,Ambystoma jeffersonianum,Green 1827,173598,1,LongWoodlandPool,1992-04-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandPool,1992-04-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,1992-04-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,1992-04-17,NA,NA,0,NA,NA,NA,NA,NA,NA
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,1992-04-17,0,NA,NA,NA,NA,13,NA,NA,NA
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,1992-04-29,NA,NA,NA,NA,NA,5,NA,NA,NA
