Location,Sample_Date,Sky_Code,Wind_Code,PDP,Air_Temp_C,Water_Temp_C,pH,Water_Depth,Water_Level,Visibility_Imp,Surface_Ice,Surface_Veg,SurfaceVeg_Spp,Odor,Shrimp,Snails,Turbidity_NTU,Chloride,Conductivity,DO,Nitrate
Hermits,2006-03-30,0,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-03-30,0,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-04-06,2,NA,0,7.2,9.2,4.62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-04-06,2,NA,0,7.2,8.1,4.82,126,NA,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2006-04-10,0,NA,0,7.8,20.6,6.34,NA,NA,NA,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2006-04-10,0,NA,0,7.8,6.1,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-04-10,0,NA,0,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2006-04-10,0,NA,0,7.8,15.3,5.86,42,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Canaan,2006-04-11,2,NA,0,12.2,13.9,6.34,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2006-04-11,2,NA,0,12.2,7.8,6.16,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2006-04-11,2,NA,NA,NA,15.3,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-04-14,5,3,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2006-04-17,1,NA,0,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-04-28,0,NA,0,6.1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-05-11,2,NA,NA,15,-17.8,NA,6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-05-11,2,NA,0,15,3.9,4.65,138,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-05-25,1,NA,0,17.2,14.2,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2006-05-25,1,NA,0,17.2,13.6,6.2,NA,NA,1,NA,100,Algae,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-05-25,1,NA,0,17.2,14.4,4.77,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-01-04,1,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-01-04,1,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-01-18,2,NA,NA,-6.7,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-01-18,2,NA,NA,-6.7,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-02-02,2,NA,1,0,-17.8,NA,132,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-03-27,1,NA,0,17.2,-17.8,NA,4,NA,NA,100,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2007-03-29,0,NA,NA,8.9,7.8,6.09,NA,NA,NA,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-03-30,NA,NA,0,8.3,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2007-04-03,2,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-04-05,8,NA,0,0.6,8.9,4.36,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-04-05,8,NA,0,0.6,7.2,4.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2007-04-06,8,NA,1,1.1,6.9,6.3,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2007-04-10,1,NA,0,4.4,15.6,6.86,NA,100,NA,NA,15,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-04-10,1,NA,0,4.4,6.7,4.7,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-04-10,1,NA,0,4.4,11.7,4.4,72,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2007-04-18,2,NA,1,8.9,10.6,6.38,NA,100,NA,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2007-04-18,2,NA,1,8.9,5.6,6.63,NA,100,NA,NA,10,Sedge,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2007-04-18,2,NA,1,8.9,10.3,6.62,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2007-04-18,2,NA,1,8.9,10,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-04-19,2,NA,0,11.7,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-04-19,2,NA,0,11.7,-17.8,NA,69,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Canaan,2007-04-23,2,NA,0,27.2,20.6,6.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2007-04-23,2,NA,NA,27.2,16.7,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2007-04-24,1,NA,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2007-04-25,2,NA,0,7.2,12.2,6.05,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2007-04-30,0,NA,0,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-05-03,0,NA,1,12.8,14.7,4.78,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-05-03,0,NA,1,12.8,-17.8,NA,67,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-05-17,1,NA,NA,17.2,-17.8,NA,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-05-17,1,NA,1,17.2,17.8,4.8,126,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-05-22,2,NA,0,12.2,17.5,4.9,114,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2007-05-31,0,NA,NA,21.1,-17.8,NA,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2007-05-31,0,NA,0,21.1,20.8,5.4,9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2008-03-05,NA,NA,1,3.6,4.4,7.09,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-03-20,2,4,NA,4.2,5,4.54,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2008-03-27,2,NA,NA,4.4,8.9,6.39,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2008-03-27,2,NA,NA,4.4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-03-27,2,NA,0,4.4,7.5,4.72,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2008-03-27,2,NA,0,4.4,6.1,4.44,69,NA,NA,25,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2008-03-29,NA,NA,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-03-29,NA,NA,1,0.3,5.6,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2008-03-29,NA,NA,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2008-04-01,6,NA,1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-04-02,2,NA,1,4.4,8.3,4.53,NA,100,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Hermits,2008-04-02,2,NA,1,4.4,11.1,4.43,69,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-04-08,2,NA,0,3.9,NA,4.62,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
SleepyHollow,2008-04-09,2,NA,0,13.9,16.9,5.55,NA,NA,0,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2008-04-09,2,NA,0,13.9,14.4,4.41,65,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2008-04-10,0,NA,0,12.2,16.4,NA,NA,NA,0,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2008-04-10,0,NA,0,12.2,19.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2008-04-10,0,NA,0,12.2,15.6,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2008-04-10,0,NA,NA,21.1,13.6,6.75,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bonticou,2008-04-11,2,NA,0,7.2,10.3,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2008-04-11,2,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2008-04-13,NA,NA,1,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2008-04-14,1,NA,1,9.4,20.3,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2008-04-21,0,NA,0,22.8,NA,NA,NA,NA,NA,NA,15,Sedge,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2008-04-30,0,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2008-04-30,0,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2009-03-17,2,NA,0,11.1,12.2,4.36,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-03-17,2,NA,0,11.1,6.9,4.59,NA,100,0,50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Canaan,2009-03-18,2,NA,0,12.2,8.9,5.92,NA,100,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2009-03-18,2,NA,NA,12.2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2009-03-27,NA,NA,0,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2009-03-28,2,NA,1,11.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2009-03-28,NA,NA,1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2009-03-30,NA,NA,1,5.6,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2009-03-30,NA,NA,1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2009-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-03-31,2,NA,1,7.8,7.8,4.75,NA,100,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bonticou,2009-04-01,5,NA,0,3.9,6.7,6.56,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2009-04-01,2,NA,0,8.3,7.5,5.9,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2009-04-02,2,NA,1,13.3,16.7,6.3,NA,100,NA,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2009-04-02,0,NA,1,12.2,18.3,6.07,NA,100,0,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2009-04-02,0,NA,1,12.2,17.2,6.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2009-04-02,0,NA,1,12.2,17.8,6.82,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2009-04-03,5,NA,1,9.4,11.4,4.44,70,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Talus,2009-04-07,2,NA,NA,5.6,7.8,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-04-10,2,NA,0,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2009-04-13,0,NA,NA,8.9,14.7,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SkiLoop,2009-04-19,NA,NA,0,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-04-24,2,NA,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2009-04-24,0,NA,NA,18.3,15.6,4.47,69,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Canaan,2009-04-25,0,NA,0,15,12.8,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-05-08,2,NA,1,16.1,16.4,4.94,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2009-05-21,0,NA,0,23.1,15,4.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2009-05-28,2,NA,1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2010-03-19,2,NA,0,19.4,6.9,4.52,NA,100,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SkiLoop,2010-03-21,NA,NA,0,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2010-03-23,2,NA,1,7.8,6.7,6.1,NA,100,0,0,10,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2010-03-23,2,NA,1,6.7,7.2,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2010-03-23,3,NA,1,7.8,6.7,6.28,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2010-03-23,NA,NA,1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2010-03-25,2,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2010-03-27,0,NA,NA,4.4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2010-03-27,0,NA,1,4.4,7.8,4.59,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2010-04-02,2,NA,0,20,21.4,6.31,NA,NA,1,NA,15,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2010-04-02,1,NA,0,20,18.3,4.37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2010-04-02,2,NA,0,20,16.9,4.57,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2010-04-05,1,NA,0,12.8,19.4,7,NA,100,NA,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2010-04-05,1,NA,0,12.8,16.4,6.17,NA,100,1,NA,66,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2010-04-05,1,NA,0,12.8,13.1,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SkiLoop,2010-04-05,2,NA,0,12.8,15.8,6.52,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2010-04-05,1,NA,0,12.8,12.5,5.96,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2010-04-07,2,NA,1,22.2,16.1,6.5,NA,100,NA,NA,50,Duckweed/Algae,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2010-04-07,2,NA,1,22.2,15,5.88,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2010-04-07,1,NA,NA,22.2,13.1,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2010-04-22,0,NA,NA,14.4,-17.8,NA,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2010-04-29,0,4,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2010-05-13,1,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2010-05-13,2,NA,1,8.3,8.1,4.92,126,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA
SleepyHollow,2010-05-17,0,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2010-05-28,2,NA,0,18.1,16.7,5.36,12,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA
SkiLoop,2011-03-17,NA,NA,1,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2011-03-18,2,4,0,13.3,7.2,4.67,NA,100,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2011-03-18,NA,NA,0,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SkiLoop,2011-03-20,NA,NA,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2011-04-06,2,2,1,4,6.7,4.71,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2011-04-12,2,NA,0,11.1,12.8,4.62,NA,100,1,NA,10,Sedge,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2011-04-12,2,NA,0,11.1,12.8,6.15,72.46,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2011-04-14,2,NA,1,15.6,18.3,6.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2011-04-14,2,NA,1,13.9,16.7,6.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2011-04-14,2,NA,1,15.6,18.1,6.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2011-04-14,2,NA,1,13.9,18.6,6.17,46,NA,NA,NA,20,Algae,,NA,NA,NA,NA,NA,NA,NA
Talus,2011-04-14,2,NA,NA,15.6,13.3,6.54,88,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2011-04-15,2,NA,1,10,15,4.75,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2011-04-15,2,NA,1,10,13.3,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2011-05-12,0,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2011-05-12,0,NA,0,14.4,15.8,4.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2011-05-20,2,NA,1,16.5,15.6,4.57,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2011-05-26,1,NA,0,22.8,20,4.64,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2012-03-13,1,NA,0,15.8,9.7,5.05,NA,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2012-03-13,1,NA,0,15.8,11.9,6.15,NA,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2012-03-13,1,NA,0,15.8,10,4.74,63,NA,1,20,NA,,,NA,NA,NA,NA,NA,NA,NA
Terrace,2012-03-14,NA,NA,0,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2012-03-15,2,NA,0,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2012-03-18,NA,NA,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2012-03-20,2,NA,0,19.4,22.8,5.12,57,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2012-03-27,0,NA,0,3.8,4.4,6.54,34,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2012-03-27,0,NA,0,3.8,11.7,6.06,51,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2012-03-29,2,4,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2012-04-11,2,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2012-04-11,2,NA,0,6.7,-17.8,NA,114,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2012-04-26,5,NA,NA,8.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2012-05-03,NA,NA,NA,NA,9.2,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2012-05-25,2,NA,1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2013-03-28,NA,NA,NA,NA,10.6,6.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2013-04-01,2,NA,0,5.8,9.2,5,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2013-04-01,2,NA,0,5.8,5.8,4.9,NA,100,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2013-04-01,NA,NA,0,5.8,5.8,4.9,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2013-04-05,NA,NA,0,7.5,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2013-04-09,2,NA,0,16.4,16.1,5.18,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2013-04-09,2,NA,0,16.4,21.7,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2013-04-09,1,NA,0,16.4,20.6,4.84,63,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Canaan,2013-04-10,2,NA,0,15,14.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2013-04-10,3,NA,0,15,12.5,6.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2013-04-10,3,NA,0,15,10.8,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2013-04-10,3,NA,0,15,12.5,6.07,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2013-04-10,2,NA,0,15,14.7,7.02,55,50,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Talus,2013-04-10,2,NA,NA,-17.8,12.5,6.55,82,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2013-04-11,2,NA,1,10,12.2,6.68,18,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2013-04-15,2,NA,0,15.6,10,6.74,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2013-04-17,0,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2013-04-25,0,NA,0,12.8,13.6,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2013-05-09,2,NA,NA,NA,17.2,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2014-04-06,NA,NA,1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2014-04-09,0,NA,1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2014-04-09,0,NA,1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2014-04-16,2,NA,1,2.2,11.1,6.47,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2014-04-17,2,NA,1,0.5,6.1,5.65,NA,100,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2014-04-17,1,NA,NA,NA,4.7,6.13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
